$SeqSOR,$Solver,$SeqGS,$GradientSolver,$CGSolver,$LoopSolver,$BiCGSTABSolver,$Precon,$pre,$cells,$post,$<Performance
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.000,0.833,7319.559
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.000,0.000,13218.689
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.200,0.667,7655.855
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.333,0.400,0.167,11976.664
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.333,0.600,1.000,9882.792
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.333,0.200,0.333,9154.704
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.167,0.600,0.333,10050.642
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.167,0.200,0.000,11569.489
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.500,0.200,0.833,9130.740
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.333,1.000,0.500,10580.721
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.167,9600.673
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.833,7374.263
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.333,0.000,0.167,9632.084
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.667,0.400,0.167,12330.354
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.600,0.333,10082.864
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.600,0.833,10800.989
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,6634.913
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.167,8753.801
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.667,0.600,1.000,7731.515
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.167,0.800,0.833,11265.486
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.500,0.600,0.667,9883.890
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.667,0.000,0.833,6610.519
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,1.000,7435.689
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,0.600,0.500,10056.926
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.167,0.800,0.167,14143.639
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.667,1.000,0.833,11726.954
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.400,0.000,16783.886
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.167,0.000,0.500,8795.108
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.833,0.800,0.833,7640.625
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.167,1.000,1.000,7958.740
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.600,0.667,10802.364
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.200,0.333,6867.651
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.333,0.000,0.500,8872.176
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.167,0.400,0.333,9805.200
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,0.400,0.667,10486.157
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.200,0.833,6837.886
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.600,0.167,22299.704
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,1.000,0.167,14562.468
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,0.800,1.000,7818.407
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.800,0.500,10409.454
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.333,1.000,0.667,11676.982
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.167,0.800,0.833,11257.614
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.167,1.000,0.000,23177.107
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.400,0.333,12169.200
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,9772.779
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.600,0.333,10826.932
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,24028.204
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.833,0.200,0.833,6927.429
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.167,1.000,0.333,11633.654
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.667,0.600,0.833,9905.072
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.600,0.500,10826.496
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,1.000,0.000,14520.971
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,0.400,0.333,10590.050
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.167,0.000,0.333,8919.205
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,1.000,0.000,17558.586
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.200,0.167,14992.379
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,1.000,0.500,10639.211
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,0.000,0.833,7214.219
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.333,0.400,1.000,7308.233
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.200,0.833,10108.161
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.400,1.000,7429.706
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.500,0.800,1.000,10194.514
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,6831.620
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,0.400,0.500,9742.049
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.500,0.800,0.667,10614.732
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.800,0.167,30644.571
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.800,0.333,11187.918
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.167,0.200,0.333,10018.908
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,11102.321
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.833,0.200,0.500,7626.633
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.400,0.667,9796.393
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.400,0.833,7818.220
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.200,0.833,7605.792
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.400,0.833,7286.390
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.833,0.600,0.000,14824.096
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.833,10566.861
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.833,11634.093
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.167,1.000,0.667,10625.593
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.833,11631.504
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.667,0.800,0.000,15478.739
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.333,1.000,0.000,18612.925
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.400,0.500,10482.296
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,0.400,1.000,7479.998
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.400,1.000,7893.028
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.500,10633.114
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.167,12111.321
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.400,0.333,9602.479
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.200,0.333,11420.836
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.833,0.200,0.167,9100.629
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.833,0.400,0.167,9757.889
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.667,0.600,0.667,10003.841
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.200,0.667,6884.062
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.833,0.000,0.000,6713.296
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.667,0.000,0.000,7303.246
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.800,0.167,11234.461
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.167,0.400,1.000,7274.242
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.800,0.500,7669.566
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.600,1.000,8222.683
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.000,0.667,9677.890
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.500,0.800,0.333,10333.800
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.833,0.200,0.333,7644.741
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.600,0.167,13598.429
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.600,0.500,10214.851
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.333,0.800,0.500,10300.500
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,0.600,1.000,10829.107
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.833,0.000,0.667,6669.868
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.667,11601.693
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,9826.567
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.600,0.500,10966.386
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.600,0.167,12337.825
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.833,0.200,0.000,11482.782
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.200,0.167,12523.300
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.400,0.500,7312.148
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,1.000,0.333,10562.511
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,0.000,0.667,8791.951
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.833,0.200,0.000,9219.008
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.800,0.333,11202.446
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.800,0.167,11309.207
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.667,0.800,0.000,15293.221
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.400,0.333,10485.418
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.167,0.000,0.667,7210.241
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,0.800,0.333,11262.850
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.333,0.800,0.000,16810.971
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.500,0.400,0.333,9541.009
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.200,0.500,9131.809
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.167,22407.632
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.333,8846.367
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.833,1.000,0.833,10549.214
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.200,0.667,9123.343
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.667,0.200,1.000,7625.390
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.600,0.500,9841.754
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.833,0.200,0.167,10032.179
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.400,0.167,19297.954
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.400,0.333,9646.160
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.167,10685.254
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.667,0.400,0.333,9888.019
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.200,0.667,6893.988
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.600,0.000,12314.211
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.833,1.000,0.667,10611.689
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.400,0.500,10519.596
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.000,1.000,7206.391
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.333,9650.708
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,1.000,7261.772
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.200,1.000,6950.106
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,0.800,0.667,11211.186
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,8752.993
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.600,1.000,10882.929
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.600,0.000,13489.068
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.400,0.833,7943.977
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.833,1.000,0.167,10708.682
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.800,0.167,14082.461
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.333,0.800,0.833,11269.843
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.200,0.167,7668.067
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.800,0.667,11294.982
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.500,0.000,0.333,9661.805
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.500,11219.304
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.167,0.000,0.167,11001.096
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.200,0.167,19957.068
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.400,1.000,7407.595
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.500,0.600,0.167,10010.391
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.833,0.200,0.667,10042.556
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,0.400,0.833,10494.314
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.167,0.800,0.833,10385.996
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.667,11245.514
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.667,0.800,0.667,10212.689
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.833,0.000,0.333,8774.999
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.400,0.667,7265.192
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.333,0.600,0.167,10844.343
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.400,0.000,9797.427
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.400,0.667,7270.349
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.400,0.500,9725.629
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.500,0.600,0.667,10207.741
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.167,0.000,0.333,4422.172
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.667,1.000,0.333,11742.775
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.667,10478.161
1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.800,1.000,8476.712
0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.833,0.800,0.167,10406.029
0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.500,10613.829
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.833,0.400,0.667,7234.396
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,0.000,0.000,12077.693
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.167,0.000,0.667,9633.616
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.333,0.000,0.000,9782.721
1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.333,0.600,1.000,10785.643
0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.600,0.667,7564.956
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.167,0.800,1.000,11243.675
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.800,0.833,10239.614
0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.667,0.200,0.000,9564.535
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.200,1.000,9997.685
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.333,1.000,0.167,14508.825
1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.833,0.600,0.333,10824.607
