$HAVE_CRYPTO,$HAVE_HASH,$HAVE_REPLICATIO0,$HAVE_VERIF1,$HAVE_SEQUENCE,$HAVE_STATISTICS,$DIAGNOSTIC,$PAGESIZE,$PS1K,$PS4K,$PS8K,$PS16K,$PS32K,$CACHESIZE,$CS32MB,$CS16MB,$CS64MB,$CS512MB,$<Performance
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2.0,-0.5,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.502896333333333
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,2.0,-0.5,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.568212307692308
1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,2.0,-0.5,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,3.26764964102564
-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.5394445897435901
1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,6.512719641025639
1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,5.856607384615389
1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,6.509292435897441
1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,5.870778
1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,6.53109484615385
1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,6.51166176923077
1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,5.87087387179487
1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,5.844916948717951
-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.467633153846154
-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,2.0,-0.5,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.37481764102564097
-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1,-0.5,2.0,-0.5,-0.5,-0.5,1,1.7320508075688774,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.526568538461538
