$max_spout,$spliters,$counters,$<latency
-10.0945538079,-3.90391320292,-104.591912206,2.5621
-10.0945538079,-3.90391320292,-78.902670611,2.6057
-10.0945538079,-3.90391320292,-40.3688082198,2.55
-10.0945538079,-3.90391320292,-1.83494582817,2.5688
-10.0945538079,-3.90391320292,36.6989165634,2.5474
-10.0945538079,-3.90391320292,75.2327789552,2.5676
-10.0945538079,-3.90391320292,113.766641347,2.5503
-10.0945538079,-1.95195660146,-104.591912206,4.7793
-10.0945538079,-1.95195660146,-78.902670611,2.381
-10.0945538079,-1.95195660146,-40.3688082198,2.3538
-10.0945538079,-1.95195660146,-1.83494582817,2.4306
-10.0945538079,-1.95195660146,36.6989165634,2.3965
-10.0945538079,-1.95195660146,75.2327789552,2.4462
-10.0945538079,-1.95195660146,113.766641347,2.4647
-10.0945538079,0.0,-104.591912206,2.1598
-10.0945538079,0.0,-78.902670611,3.5506
-10.0945538079,0.0,-40.3688082198,2.1283
-10.0945538079,0.0,-1.83494582817,2.1468
-10.0945538079,0.0,36.6989165634,3.0358
-10.0945538079,0.0,75.2327789552,2.2173
-10.0945538079,0.0,113.766641347,2.1277
-10.0945538079,5.85586980437,-104.591912206,2.1626
-10.0945538079,5.85586980437,-78.902670611,2.0815
-10.0945538079,5.85586980437,-40.3688082198,2.1376
-10.0945538079,5.85586980437,-1.83494582817,2.1503
-10.0945538079,5.85586980437,36.6989165634,2.2277
-10.0945538079,5.85586980437,75.2327789552,2.1468
-10.0945538079,5.85586980437,113.766641347,2.2277
-10.093981443,-3.90391320292,-104.591912206,13.733
-10.093981443,-3.90391320292,-78.902670611,9.2121
-10.093981443,-3.90391320292,-40.3688082198,8.1247
-10.093981443,-3.90391320292,-1.83494582817,7.5491
-10.093981443,-3.90391320292,36.6989165634,7.1335
-10.093981443,-3.90391320292,75.2327789552,7.3717
-10.093981443,-3.90391320292,113.766641347,7.3965
-10.093981443,-1.95195660146,-104.591912206,15.859
-10.093981443,-1.95195660146,-78.902670611,8.1471
-10.093981443,-1.95195660146,-40.3688082198,6.481
-10.093981443,-1.95195660146,-1.83494582817,6.2867
-10.093981443,-1.95195660146,36.6989165634,5.7734
-10.093981443,-1.95195660146,75.2327789552,5.6023
-10.093981443,-1.95195660146,113.766641347,5.641
-10.093981443,0.0,-104.591912206,13.865
-10.093981443,0.0,-78.902670611,7.6695
-10.093981443,0.0,-40.3688082198,7.2908
-10.093981443,0.0,-1.83494582817,6.5827
-10.093981443,0.0,36.6989165634,6.2694
-10.093981443,0.0,75.2327789552,6.2798
-10.093981443,0.0,113.766641347,7.2948
-10.093981443,5.85586980437,-104.591912206,13.959
-10.093981443,5.85586980437,-78.902670611,7.0838
-10.093981443,5.85586980437,-40.3688082198,5.2988
-10.093981443,5.85586980437,-1.83494582817,5.0202
-10.093981443,5.85586980437,36.6989165634,4.9185
-10.093981443,5.85586980437,75.2327789552,5.0006
-10.093981443,5.85586980437,113.766641347,5.0711
-10.0882577944,-3.90391320292,-104.591912206,135.2
-10.0882577944,-3.90391320292,-78.902670611,75.825
-10.0882577944,-3.90391320292,-40.3688082198,61.409
-10.0882577944,-3.90391320292,-1.83494582817,62.08
-10.0882577944,-3.90391320292,36.6989165634,55.886
-10.0882577944,-3.90391320292,75.2327789552,53.539
-10.0882577944,-3.90391320292,113.766641347,56.687
-10.0882577944,-1.95195660146,-104.591912206,117.57
-10.0882577944,-1.95195660146,-78.902670611,65.437
-10.0882577944,-1.95195660146,-40.3688082198,53.103
-10.0882577944,-1.95195660146,-1.83494582817,43.247
-10.0882577944,-1.95195660146,36.6989165634,40.169
-10.0882577944,-1.95195660146,75.2327789552,46.001
-10.0882577944,-1.95195660146,113.766641347,39.447
-10.0882577944,0.0,-104.591912206,132.78
-10.0882577944,0.0,-78.902670611,65.185
-10.0882577944,0.0,-40.3688082198,58.0
-10.0882577944,0.0,-1.83494582817,54.396
-10.0882577944,0.0,36.6989165634,56.731
-10.0882577944,0.0,75.2327789552,51.463
-10.0882577944,0.0,113.766641347,53.927
-10.0882577944,5.85586980437,-104.591912206,116.13
-10.0882577944,5.85586980437,-78.902670611,55.501
-10.0882577944,5.85586980437,-40.3688082198,48.702
-10.0882577944,5.85586980437,-1.83494582817,37.915
