$max_spout,$spliters,$counters,$<latency
43.8018031642,38.9050535693,17.2931432665,2.5621
43.8018031642,38.9050535693,51.8794297994,2.6057
43.8018031642,38.9050535693,103.758859599,2.55
43.8018031642,38.9050535693,155.638289398,2.5688
43.8018031642,38.9050535693,207.517719197,2.5474
43.8018031642,38.9050535693,259.397148997,2.5676
43.8018031642,38.9050535693,311.276578796,2.5503
43.8018031642,77.8101071386,17.2931432665,4.7793
43.8018031642,77.8101071386,51.8794297994,2.381
43.8018031642,77.8101071386,103.758859599,2.3538
43.8018031642,77.8101071386,155.638289398,2.4306
43.8018031642,77.8101071386,207.517719197,2.3965
43.8018031642,77.8101071386,259.397148997,2.4462
43.8018031642,77.8101071386,311.276578796,2.4647
43.8018031642,116.715160708,17.2931432665,2.1598
43.8018031642,116.715160708,51.8794297994,3.5506
43.8018031642,116.715160708,103.758859599,2.1283
43.8018031642,116.715160708,155.638289398,2.1468
43.8018031642,116.715160708,207.517719197,3.0358
43.8018031642,116.715160708,259.397148997,2.2173
43.8018031642,116.715160708,311.276578796,2.1277
43.8018031642,233.430321416,17.2931432665,2.1626
43.8018031642,233.430321416,51.8794297994,2.0815
43.8018031642,233.430321416,103.758859599,2.1376
43.8018031642,233.430321416,155.638289398,2.1503
43.8018031642,233.430321416,207.517719197,2.2277
43.8018031642,233.430321416,259.397148997,2.1468
43.8018031642,233.430321416,311.276578796,2.2277
438.018031642,38.9050535693,17.2931432665,13.733
438.018031642,38.9050535693,51.8794297994,9.2121
438.018031642,38.9050535693,103.758859599,8.1247
438.018031642,38.9050535693,155.638289398,7.5491
438.018031642,38.9050535693,207.517719197,7.1335
438.018031642,38.9050535693,259.397148997,7.3717
438.018031642,38.9050535693,311.276578796,7.3965
438.018031642,77.8101071386,17.2931432665,15.859
438.018031642,77.8101071386,51.8794297994,8.1471
438.018031642,77.8101071386,103.758859599,6.481
438.018031642,77.8101071386,155.638289398,6.2867
438.018031642,77.8101071386,207.517719197,5.7734
438.018031642,77.8101071386,259.397148997,5.6023
438.018031642,77.8101071386,311.276578796,5.641
438.018031642,116.715160708,17.2931432665,13.865
438.018031642,116.715160708,51.8794297994,7.6695
438.018031642,116.715160708,103.758859599,7.2908
438.018031642,116.715160708,155.638289398,6.5827
438.018031642,116.715160708,207.517719197,6.2694
438.018031642,116.715160708,259.397148997,6.2798
438.018031642,116.715160708,311.276578796,7.2948
438.018031642,233.430321416,17.2931432665,13.959
438.018031642,233.430321416,51.8794297994,7.0838
438.018031642,233.430321416,103.758859599,5.2988
438.018031642,233.430321416,155.638289398,5.0202
438.018031642,233.430321416,207.517719197,4.9185
438.018031642,233.430321416,259.397148997,5.0006
438.018031642,233.430321416,311.276578796,5.0711
4380.18031642,38.9050535693,17.2931432665,135.2
4380.18031642,38.9050535693,51.8794297994,75.825
4380.18031642,38.9050535693,103.758859599,61.409
4380.18031642,38.9050535693,155.638289398,62.08
4380.18031642,38.9050535693,207.517719197,55.886
4380.18031642,38.9050535693,259.397148997,53.539
4380.18031642,38.9050535693,311.276578796,56.687
4380.18031642,77.8101071386,17.2931432665,117.57
4380.18031642,77.8101071386,51.8794297994,65.437
4380.18031642,77.8101071386,103.758859599,53.103
4380.18031642,77.8101071386,155.638289398,43.247
4380.18031642,77.8101071386,207.517719197,40.169
4380.18031642,77.8101071386,259.397148997,46.001
4380.18031642,77.8101071386,311.276578796,39.447
4380.18031642,116.715160708,17.2931432665,132.78
4380.18031642,116.715160708,51.8794297994,65.185
4380.18031642,116.715160708,103.758859599,58.0
4380.18031642,116.715160708,155.638289398,54.396
4380.18031642,116.715160708,207.517719197,56.731
4380.18031642,116.715160708,259.397148997,51.463
4380.18031642,116.715160708,311.276578796,53.927
4380.18031642,233.430321416,17.2931432665,116.13
4380.18031642,233.430321416,51.8794297994,55.501
4380.18031642,233.430321416,103.758859599,48.702
4380.18031642,233.430321416,155.638289398,37.915
4380.18031642,233.430321416,207.517719197,41.478
4380.18031642,233.430321416,259.397148997,32.286
4380.18031642,233.430321416,311.276578796,33.092
43801.8031642,38.9050535693,17.2931432665,1063.6
43801.8031642,38.9050535693,51.8794297994,553.74
43801.8031642,38.9050535693,103.758859599,511.62
43801.8031642,38.9050535693,155.638289398,467.36
43801.8031642,38.9050535693,207.517719197,470.82
43801.8031642,38.9050535693,259.397148997,439.35
43801.8031642,38.9050535693,311.276578796,419.91
43801.8031642,77.8101071386,17.2931432665,1239.5
43801.8031642,77.8101071386,51.8794297994,518.71
43801.8031642,77.8101071386,103.758859599,463.33
43801.8031642,77.8101071386,155.638289398,398.1
43801.8031642,77.8101071386,207.517719197,332.68
43801.8031642,77.8101071386,259.397148997,321.53
43801.8031642,77.8101071386,311.276578796,341.28
43801.8031642,116.715160708,17.2931432665,1105.8
