$x1,$x2,$x3,$<y1
0.0,2318.70025669,8.15104113727,8.8341948
0.0,2318.70025669,16.3020822745,8.765405487
27.4406183991,2318.70025669,8.15104113727,9.736811715
27.4406183991,2318.70025669,16.3020822745,9.771066822
54.8812367982,2318.70025669,8.15104113727,10.66419664
54.8812367982,2318.70025669,16.3020822745,10.67300254
82.3218551972,2318.70025669,8.15104113727,11.47418769
82.3218551972,2318.70025669,16.3020822745,11.65370002
109.762473596,2318.70025669,8.15104113727,12.47418769
109.762473596,2318.70025669,16.3020822745,12.03070176
137.203091995,2318.70025669,8.15104113727,13.23156242
137.203091995,2318.70025669,16.3020822745,13.30175662
164.643710394,2318.70025669,8.15104113727,13.70214888
164.643710394,2318.70025669,16.3020822745,13.51134515
192.084328794,2318.70025669,8.15104113727,14.71664238
192.084328794,2318.70025669,16.3020822745,14.60766939
0.0,2254.29191623,24.4531234118,8.817826403
0.0,2254.29191623,32.6041645491,8.77675046
0.0,1610.20851159,24.4531234118,7.792134629
0.0,1610.20851159,32.6041645491,7.757676762
0.0,1416.9834902,24.4531234118,7.178065338
0.0,1416.9834902,32.6041645491,7.208748533
0.0,1223.75846881,24.4531234118,6.771739106
0.0,1223.75846881,32.6041645491,6.792884914
0.0,966.125106955,24.4531234118,6.511822825
0.0,966.125106955,32.6041645491,6.445010442
0.0,901.716766491,24.4531234118,6.237731986
0.0,901.716766491,32.6041645491,6.2278842
0.0,515.266723709,24.4531234118,6.035372181
0.0,515.266723709,32.6041645491,6.02339954
0.0,450.858383246,24.4531234118,5.870474631
0.0,450.858383246,32.6041645491,5.78971557
27.4406183991,2254.29191623,24.4531234118,9.749795131
27.4406183991,2254.29191623,32.6041645491,9.767290131
27.4406183991,1610.20851159,24.4531234118,8.75137773
27.4406183991,1610.20851159,32.6041645491,8.767953287
27.4406183991,1416.9834902,24.4531234118,8.144994221
27.4406183991,1416.9834902,32.6041645491,8.210060462
27.4406183991,1223.75846881,24.4531234118,7.724034654
27.4406183991,1223.75846881,32.6041645491,7.739010861
27.4406183991,966.125106955,24.4531234118,7.430869627
27.4406183991,966.125106955,32.6041645491,7.422663507
27.4406183991,901.716766491,24.4531234118,7.256973697
27.4406183991,901.716766491,32.6041645491,7.226333592
27.4406183991,515.266723709,24.4531234118,6.980023448
27.4406183991,515.266723709,32.6041645491,7.018112284
27.4406183991,450.858383246,24.4531234118,6.788873143
27.4406183991,450.858383246,32.6041645491,6.860690304
54.8812367982,2254.29191623,24.4531234118,10.60570099
54.8812367982,2254.29191623,32.6041645491,10.65835576
54.8812367982,1610.20851159,24.4531234118,9.72844524
54.8812367982,1610.20851159,32.6041645491,9.685226919
54.8812367982,1416.9834902,24.4531234118,9.129408807
54.8812367982,1416.9834902,32.6041645491,9.136334261
54.8812367982,1223.75846881,24.4531234118,8.675316106
54.8812367982,1223.75846881,32.6041645491,8.752437003
54.8812367982,966.125106955,24.4531234118,8.346562042
54.8812367982,966.125106955,32.6041645491,8.438053168
54.8812367982,901.716766491,24.4531234118,8.13241029
54.8812367982,901.716766491,32.6041645491,8.177039855
54.8812367982,515.266723709,24.4531234118,7.899903708
54.8812367982,515.266723709,32.6041645491,7.921882077
54.8812367982,450.858383246,24.4531234118,7.761616662
54.8812367982,450.858383246,32.6041645491,7.804959873
82.3218551972,2254.29191623,24.4531234118,11.46040144
82.3218551972,2254.29191623,32.6041645491,11.53122277
82.3218551972,1610.20851159,24.4531234118,10.53995576
82.3218551972,1610.20851159,32.6041645491,10.51527408
82.3218551972,1416.9834902,24.4531234118,9.962558736
82.3218551972,1416.9834902,32.6041645491,10.02468971
82.3218551972,1223.75846881,24.4531234118,9.434258562
82.3218551972,1223.75846881,32.6041645491,9.61497325
82.3218551972,966.125106955,24.4531234118,9.260459475
82.3218551972,966.125106955,32.6041645491,9.330080673
82.3218551972,901.716766491,24.4531234118,9.014280996
82.3218551972,901.716766491,32.6041645491,9.057947231
82.3218551972,515.266723709,24.4531234118,8.807303347
82.3218551972,515.266723709,32.6041645491,8.708210224
82.3218551972,450.858383246,24.4531234118,8.553987328
82.3218551972,450.858383246,32.6041645491,8.522529897
109.762473596,2254.29191623,24.4531234118,12.15636984
109.762473596,2254.29191623,32.6041645491,11.83287847
109.762473596,1610.20851159,24.4531234118,11.14327081
109.762473596,1610.20851159,32.6041645491,11.32123577
109.762473596,1416.9834902,24.4531234118,10.70674724
109.762473596,1416.9834902,32.6041645491,10.55821909
109.762473596,1223.75846881,24.4531234118,10.27668784
109.762473596,1223.75846881,32.6041645491,10.19099723
109.762473596,966.125106955,24.4531234118,9.859624439
109.762473596,966.125106955,32.6041645491,9.998033505
109.762473596,901.716766491,24.4531234118,9.686131921
109.762473596,901.716766491,32.6041645491,9.873365398
109.762473596,515.266723709,24.4531234118,9.557560706
109.762473596,515.266723709,32.6041645491,9.696737108
109.762473596,450.858383246,24.4531234118,9.445028118
109.762473596,450.858383246,32.6041645491,9.510868147
137.203091995,2254.29191623,24.4531234118,13.00194029
137.203091995,2254.29191623,32.6041645491,12.99935382
137.203091995,1610.20851159,24.4531234118,11.58287499
137.203091995,1610.20851159,32.6041645491,11.60519175
137.203091995,1416.9834902,24.4531234118,10.97174771
137.203091995,1416.9834902,32.6041645491,11.1551998
137.203091995,1223.75846881,24.4531234118,10.78326081
137.203091995,1223.75846881,32.6041645491,10.94420462
137.203091995,966.125106955,24.4531234118,10.37268453
137.203091995,966.125106955,32.6041645491,10.62523982
137.203091995,901.716766491,24.4531234118,10.29174742
137.203091995,901.716766491,32.6041645491,10.46604202
137.203091995,515.266723709,24.4531234118,10.22675306
137.203091995,515.266723709,32.6041645491,10.30355742
137.203091995,450.858383246,24.4531234118,10.03234148
137.203091995,450.858383246,32.6041645491,10.18870654
164.643710394,2254.29191623,24.4531234118,13.35981593
164.643710394,2254.29191623,32.6041645491,12.44172061
164.643710394,1610.20851159,24.4531234118,11.28664203
164.643710394,1610.20851159,32.6041645491,11.28592421
164.643710394,1416.9834902,24.4531234118,11.25188231
164.643710394,1416.9834902,32.6041645491,11.21018897
164.643710394,1223.75846881,24.4531234118,10.95459058
