$no_host_directories,$verbose,$no_clobber,$save_headers,$verbosity,$output_file,$quiet,$strict_comments,$no_http_keep_alive,$no_dns_cache,$base,$server_response,$no_verbose,$no_cookies,$convert_links,$no_directories,$<MainMemory
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13144.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13572.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13556.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13588.0
0.0,0.00230093167969,70.0699082766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13156.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13132.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81533071362e-05,0.0,0.0,0.0,0.0,0.0,0.0,13148.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8622728697,13156.0
4.95511189669e-05,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13548.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.000111142696761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13612.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139279581873,0.0,0.0,13524.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13532.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460860848615,0.0,14028.0
0.0,0.00230093167969,0.0,0.0,0.0,0.0,0.0,6.94641854754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13144.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13556.0
0.0,0.0,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13576.0
0.0,0.0,70.0699082766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13588.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13580.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81533071362e-05,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13104.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,29.8622728697,13520.0
4.95511189669e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13588.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111142696761,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13556.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0139279581873,0.0,0.0,13584.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,14168.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0460860848615,0.0,13588.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94641854754e-06,0.0,0.0,0.0,0.0,0.000963607180913,0.0,0.0,0.0,13548.0
0.0,0.0,70.0699082766,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13576.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13548.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,1.81533071362e-05,0.0,0.0,0.0,0.0,0.0,0.0,13076.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8622728697,13496.0
4.95511189669e-05,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13540.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.000111142696761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13524.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0139279581873,0.0,0.0,13556.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14180.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460860848615,0.0,13568.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0024711189341,6.94641854754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13596.0
0.0,0.00230093167969,70.0699082766,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13588.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13588.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,1.81533071362e-05,0.0,0.0,0.0,0.0,0.0,0.0,13272.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8622728697,13520.0
4.95511189669e-05,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13556.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.000111142696761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13572.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139279581873,0.0,0.0,13604.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14228.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460860848615,0.0,13596.0
0.0,0.00230093167969,0.0,0.0,0.0,0.00188335930607,0.0,6.94641854754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13140.0
0.0,0.00230093167969,70.0699082766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13136.0
0.0,0.00230093167969,70.0699082766,0.0,0.0,0.0,0.0,0.0,0.0,1.81533071362e-05,0.0,0.0,0.0,0.0,0.0,0.0,47496.0
0.0,0.00230093167969,70.0699082766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8622728697,13544.0
4.95511189669e-05,0.00230093167969,70.0699082766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13632.0
0.0,0.00230093167969,70.0699082766,0.0,0.0,0.0,0.0,0.0,0.000111142696761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13524.0
