$spouts,$max_spout,$topology_level,$netty_min_wait,$message_size,$bolts,$<latency
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410.511054368,2.29184186501,1.35
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410.511054368,4.58368373003,1.31
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410.511054368,6.87552559504,1.21
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410.511054368,13.7510511901,1.23
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105.11054368,2.29184186501,1.33
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105.11054368,4.58368373003,1.33
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105.11054368,6.87552559504,1.21
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105.11054368,13.7510511901,1.22
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051.1054368,2.29184186501,1.35
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051.1054368,4.58368373003,1.32
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051.1054368,6.87552559504,1.21
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051.1054368,13.7510511901,2.72
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410511.054368,2.29184186501,2.39
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410511.054368,4.58368373003,2.28
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410511.054368,6.87552559504,1.52
3.53462222234,40.4848336227,14.0881603937,55.9351665624,410511.054368,13.7510511901,1.5
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105110.54368,2.29184186501,5.0
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105110.54368,4.58368373003,4.77
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105110.54368,6.87552559504,3.07
3.53462222234,40.4848336227,14.0881603937,55.9351665624,4105110.54368,13.7510511901,2.88
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051105.4368,2.29184186501,28.46
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051105.4368,4.58368373003,27.99
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051105.4368,6.87552559504,17.67
3.53462222234,40.4848336227,14.0881603937,55.9351665624,41051105.4368,13.7510511901,19.07
3.53462222234,40.4848336227,14.0881603937,559.351665624,410.511054368,2.29184186501,1.31
3.53462222234,40.4848336227,14.0881603937,559.351665624,410.511054368,4.58368373003,1.32
3.53462222234,40.4848336227,14.0881603937,559.351665624,410.511054368,6.87552559504,1.26
3.53462222234,40.4848336227,14.0881603937,559.351665624,410.511054368,13.7510511901,1.23
3.53462222234,40.4848336227,14.0881603937,559.351665624,4105.11054368,2.29184186501,1.3
3.53462222234,40.4848336227,14.0881603937,559.351665624,4105.11054368,4.58368373003,1.31
3.53462222234,40.4848336227,14.0881603937,559.351665624,4105.11054368,6.87552559504,1.23
3.53462222234,40.4848336227,14.0881603937,559.351665624,4105.11054368,13.7510511901,1.25
3.53462222234,40.4848336227,14.0881603937,559.351665624,41051.1054368,2.29184186501,1.31
3.53462222234,40.4848336227,14.0881603937,559.351665624,41051.1054368,4.58368373003,1.4
3.53462222234,40.4848336227,14.0881603937,559.351665624,41051.1054368,6.87552559504,1.23
3.53462222234,40.4848336227,14.0881603937,5593.51665624,410.511054368,4.58368373003,1.2
3.53462222234,40.4848336227,14.0881603937,5593.51665624,410.511054368,6.87552559504,2.56
3.53462222234,40.4848336227,14.0881603937,5593.51665624,410.511054368,13.7510511901,1.24
3.53462222234,40.4848336227,14.0881603937,5593.51665624,4105.11054368,2.29184186501,1.35
3.53462222234,40.4848336227,14.0881603937,5593.51665624,4105.11054368,4.58368373003,1.32
3.53462222234,40.4848336227,14.0881603937,5593.51665624,4105.11054368,6.87552559504,1.22
3.53462222234,40.4848336227,14.0881603937,5593.51665624,4105.11054368,13.7510511901,1.2
3.53462222234,40.4848336227,14.0881603937,5593.51665624,41051.1054368,2.29184186501,1.32
3.53462222234,40.4848336227,14.0881603937,5593.51665624,41051.1054368,4.58368373003,1.32
3.53462222234,40.4848336227,14.0881603937,5593.51665624,41051.1054368,6.87552559504,1.24
3.53462222234,40.4848336227,14.0881603937,5593.51665624,41051.1054368,13.7510511901,1.21
