$disableCompressibilityTesting,$compression,$level,$encryption,$compressionGzip,$unlimitedWindowSize,$compressionBzip2,$level1,$level2,$level3,$level4,$compressionLrzip,$level6,$level7,$level8,$level9,$compressionLzo,$compressionZpaq,$level5,$<CompressionTime
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047324271788651875,0.0,0.0,0.0,1.6325052192770004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208900.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.625398622855364,0.0,0.0,1.6325052192770004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210450.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.739905454809996,0.0,1.6325052192770004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283750.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007202489116527049,1.6325052192770004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339780.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6325052192770004,0.0,0.0,0.0,0.0,0.0,0.0,0.0006192557066952263,340590.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6325052192770004,0.044148389788746974,0.0,0.0,0.0,0.0,0.0,0.0,384660.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6325052192770004,0.0,0.6458903712471562,0.0,0.0,0.0,0.0,0.0,1062250.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6325052192770004,0.0,0.0,0.009234865735390835,0.0,0.0,0.0,0.0,1179830.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6325052192770004,0.0,0.0,0.0,29.083903653175003,0.0,0.0,0.0,827290.0
0.0,0.0,0.0,0.0,0.0,0.0,0.31235004423448687,0.00047324271788651875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208350.0
