$max_spout,$spliters,$counters,$<throughput
-9.03879814123,-27.1780045388,-77.2132996198,4602.9
-9.03879814123,-27.1780045388,-58.2486295375,4508.5
-9.03879814123,-27.1780045388,-29.8016244147,4504.4
-9.03879814123,-27.1780045388,-1.35461929157,4404.4
-9.03879814123,-27.1780045388,27.0923858315,4275.4
-9.03879814123,-27.1780045388,55.5393909548,4422.9
-9.03879814123,-27.1780045388,83.9863960778,4382.4
-9.03879814123,-13.5890022694,-77.2132996198,4508.5
-9.03879814123,-13.5890022694,-58.2486295375,4747.2
-9.03879814123,-13.5890022694,-29.8016244147,4794.6
-9.03879814123,-13.5890022694,-1.35461929157,4752.9
-9.03879814123,-13.5890022694,27.0923858315,4686.7
-9.03879814123,-13.5890022694,55.5393909548,4643.2
-9.03879814123,-13.5890022694,83.9863960778,4606.4
-9.03879814123,0.0,-77.2132996198,5384.6
-9.03879814123,0.0,-58.2486295375,5591.7
-9.03879814123,0.0,-29.8016244147,5372.8
-9.03879814123,0.0,-1.35461929157,5258.3
-9.03879814123,0.0,27.0923858315,5131.6
-9.03879814123,0.0,55.5393909548,5143.0
-9.03879814123,0.0,83.9863960778,5160.4
-9.03879814123,40.7670068081,-77.2132996198,5318.7
-9.03879814123,40.7670068081,-58.2486295375,5361.1
-9.03879814123,40.7670068081,-29.8016244147,5202.6
-9.03879814123,40.7670068081,-1.35461929157,5160.1
-9.03879814123,40.7670068081,27.0923858315,5120.9
-9.03879814123,40.7670068081,55.5393909548,4999.7
-9.03879814123,40.7670068081,83.9863960778,4957.8
-9.03828563809,-27.1780045388,-77.2132996198,9276.1
-9.03828563809,-27.1780045388,-58.2486295375,14647.0
-9.03828563809,-27.1780045388,-29.8016244147,15094.0
-9.03828563809,-27.1780045388,-1.35461929157,15355.0
-9.03828563809,-27.1780045388,27.0923858315,15001.0
-9.03828563809,-27.1780045388,55.5393909548,15229.0
-9.03828563809,-27.1780045388,83.9863960778,15212.0
-9.03828563809,-13.5890022694,-77.2132996198,8494.1
-9.03828563809,-13.5890022694,-58.2486295375,19208.0
-9.03828563809,-13.5890022694,-29.8016244147,21618.0
-9.03828563809,-13.5890022694,-1.35461929157,22005.0
-9.03828563809,-13.5890022694,27.0923858315,21765.0
-9.03828563809,-13.5890022694,55.5393909548,22447.0
-9.03828563809,-13.5890022694,83.9863960778,22140.0
-9.03828563809,0.0,-77.2132996198,8400.0
-9.03828563809,0.0,-58.2486295375,16797.0
-9.03828563809,0.0,-29.8016244147,17061.0
-9.03828563809,0.0,-1.35461929157,17217.0
-9.03828563809,0.0,27.0923858315,17287.0
-9.03828563809,0.0,55.5393909548,16905.0
-9.03828563809,0.0,83.9863960778,15905.0
-9.03828563809,40.7670068081,-77.2132996198,8667.5
-9.03828563809,40.7670068081,-58.2486295375,17814.0
-9.03828563809,40.7670068081,-29.8016244147,19636.0
-9.03828563809,40.7670068081,-1.35461929157,19413.0
-9.03828563809,40.7670068081,27.0923858315,20995.0
-9.03828563809,40.7670068081,55.5393909548,19637.0
-9.03828563809,40.7670068081,83.9863960778,19340.0
