$HAVE_CRYPTO,$HAVE_HASH,$HAVE_REPLICATIO0,$HAVE_VERIF1,$HAVE_SEQUENCE,$HAVE_STATISTICS,$DIAGNOSTIC,$PAGESIZE,$PS1K,$PS4K,$PS8K,$PS16K,$PS32K,$CACHESIZE,$CS32MB,$CS16MB,$CS64MB,$CS512MB,"$<Performance
"
1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,5.85589758974
1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,3.28172930769
-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,0.950210564103
-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,1.25650710256
1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,19.9297070256
1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,10.7181359744
1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,5.85957394595
1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,2.04363276923
-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,2.17378636111
1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,19.9821946486
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,10.9241751795
1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,3.26281992308
-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,0.493411846154
-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,0.958806105263
1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,10.7410433077
-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,1.25456335897
-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,1.24142602703
1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,10.7184006667
1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,19.9649576053
1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,10.7213274615
1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,2.06908446154
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,0.633665897436
-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,2.13316225641
1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,37.6442672564
-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,0.918919923077
1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,10.9580576
1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,10.917801425
1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,6.49447352632
1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,10.7362442564
1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,37.8019588378
-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,0.531448026316
1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,10.9294035263
-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,1.25774457895
1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,3.28091682051
-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,2.16905048718
-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,2.13950005263
-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,0.537813307692
-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,0.44496725641
-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,0.515697974359
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,0.365896102564
1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,5.81729284615
1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,10.9099363421
-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,2.0,-0.5,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,0.750832025641
1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,6.53167960526
1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.5,-0.5,-0.5,2.0,-0.5,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,20.0033302308
1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,38.9276123947
-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,1.73205080757,-0.57735026919,0.513231025641
-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,2.39358402632
1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.5,2.0,-0.5,-0.5,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,5.84909515385
-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,0.942519384615
-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,0.387878717949
1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,3.20700712821
1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,39.0698982105
1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,37.8247584359
1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,-0.5,-0.5,-0.5,-0.5,1.0,-0.57735026919,-0.57735026919,-0.57735026919,1.73205080757,3.29953941026
-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,-0.57735026919,1.73205080757,-0.57735026919,-0.57735026919,0.954181128205
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,2.0,1.0,1.73205080757,-0.57735026919,-0.57735026919,-0.57735026919,0.92181425641
