$HAVE_CRYPTO,$HAVE_HASH,$HAVE_REPLICATIO0,$HAVE_VERIF1,$HAVE_SEQUENCE,$HAVE_STATISTICS,$DIAGNOSTIC,$PAGESIZE,$PS1K,$PS4K,$PS8K,$PS16K,$PS32K,$CACHESIZE,$CS32MB,$CS16MB,$CS64MB,$CS512MB,$<Performance
0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.502896333333333
0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.568212307692308
1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,3.26764964102564
0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0.53944458974359
1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,6.51271964102564
1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,5.85660738461539
1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,6.50929243589744
1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,5.870778
1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,6.53109484615385
1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,6.51166176923077
1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,5.87087387179487
1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,5.84491694871795
0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.467633153846154
0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.374817641025641
0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.526568538461538
0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.474230538461539
0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0.533739923076923
1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,6.54155320512821
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,6.55013617948718
1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,5.86363853846154
1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,5.8616597368421
