$no_asm,$no_8x8dct,$no_cabac,$no_deblock,$no_fast_pskip,$no_mbtree,$no_mixed_refs,$no_weightb,$rc_lookahead,$rc_lookahead_20,$rc_lookahead_40,$rc_lookahead_60,$ref,ref_1,$ref_5,ref_9,$<Performance
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,268.72
1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,268.017
1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,276.103
1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,275.427
1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,260.267
1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,266.483
1,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,259.807
1,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,266.19
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,268.557
1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,267.853
1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,260.41
1,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,259.903
1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,275.92
1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,266.527
1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1,1.41421356237,-0.707106781187,-0.707106781187,1,1.41421356237,-0.707106781187,-0.707106781187,275.373
